ID,Make,Model,Type,Origin,DriveTrain,EngineSize,Cylinders,HP,MPG_City,MPG_High,Weight,Wheelbase,Length,Invoice
280,Mercedes-Benz,E320,Wagon,europe,rear,3.2,6,221,19,27,3966,112,190,47174
281,Mercedes-Benz,E500,Wagon,europe,all,5,8,302,16,24,4230,112,190,56474
282,Mercury,Mountaineer,SUV,usa,front,4,6,210,16,21,4374,114,190,27317
283,Mercury,Sable GS 4dr,Sedan,usa,front,3,6,155,20,27,3308,109,200,19848
284,Mercury,Grand Marquis GS 4dr,Sedan,usa,rear,4.6,8,224,17,25,4052,115,212,23217
285,Mercury,Grand Marquis LS Premium 4dr,Sedan,usa,rear,4.6,8,224,17,25,4052,115,212,27148
286,Mercury,Sable LS Premium 4dr,Sedan,usa,front,3,6,201,19,26,3315,109,200,21918
287,Mercury,Grand Marquis LS Ultimate 4dr,Sedan,usa,rear,4.6,8,224,17,25,4052,115,212,28318
288,Mercury,Marauder 4dr,Sedan,usa,rear,4.6,8,302,17,23,4195,115,212,31558
289,Mercury,Monterey Luxury,Sedan,usa,front,4.2,6,201,16,23,4340,121,202,30846
290,Mercury,Sable GS,Wagon,usa,front,3,6,155,19,26,3488,109,198,20748
291,Mitsubishi,Endeavor XLS,SUV,asia,all,3.8,6,215,17,21,4134,109,190,28330
292,Mitsubishi,Montero XLS,SUV,asia,all,3.8,6,215,15,19,4718,110,190,30763
293,Mitsubishi,Outlander LS,SUV,asia,front,2.4,4,160,21,27,3240,103,179,17569
294,Mitsubishi,Lancer ES 4dr,Sedan,asia,front,2,4,120,25,31,2656,102,181,13751
295,Mitsubishi,Lancer LS 4dr,Sedan,asia,front,2,4,120,25,31,2795,102,181,15718
296,Mitsubishi,Galant ES 2.4L 4dr,Sedan,asia,front,2.4,4,160,23,30,3351,108,191,17957
297,Mitsubishi,Lancer OZ Rally 4dr auto,Sedan,asia,front,2,4,120,25,31,2744,102,181,16196
298,Mitsubishi,Diamante LS 4dr,Sedan,asia,front,3.5,6,205,18,25,3549,107,194,27250
299,Mitsubishi,Galant GTS 4dr,Sedan,asia,front,3.8,6,230,18,26,3649,108,191,23883
300,Mitsubishi,Eclipse GTS 2dr,Sports,asia,front,3,6,210,21,28,3241,101,177,23456
301,Mitsubishi,Eclipse Spyder GT convertible 2dr,Sports,asia,front,3,6,210,21,28,3296,101,177,25218
302,Mitsubishi,Lancer Evolution 4dr,Sports,asia,front,2,4,271,18,26,3263,103,179,27466
303,Mitsubishi,Lancer Sportback LS,Wagon,asia,front,2.4,4,160,25,31,3020,102,181,16295
304,Nissan,Pathfinder Armada SE,SUV,asia,front,5.6,8,305,13,19,5013,123,207,30815
305,Nissan,Pathfinder SE,SUV,asia,front,3.5,6,240,16,21,3871,106,183,25972
306,Nissan,Xterra XE V6,SUV,asia,front,3.3,6,180,17,20,3760,104,178,19512
307,Nissan,Sentra 1.8 4dr,Sedan,asia,front,1.8,4,126,28,35,2513,100,178,12205
308,Nissan,Sentra 1.8 S 4dr,Sedan,asia,front,1.8,4,126,28,35,2581,100,178,13747
309,Nissan,Altima S 4dr,Sedan,asia,front,2.5,4,175,21,26,3039,110,192,18030
310,Nissan,Sentra SE-R 4dr,Sedan,asia,front,2.5,4,165,23,28,2761,100,178,16444
311,Nissan,Altima SE 4dr,Sedan,asia,front,3.5,6,245,21,26,3197,110,192,21580
312,Nissan,Maxima SE 4dr,Sedan,asia,front,3.5,6,265,20,28,3473,111,194,25182
313,Nissan,Maxima SL 4dr,Sedan,asia,front,3.5,6,265,20,28,3476,111,194,26966
314,Nissan,Quest S,Sedan,asia,front,3.5,6,240,19,26,4012,124,204,22958
315,Nissan,Quest SE,Sedan,asia,front,3.5,6,240,18,25,4175,124,204,30019
316,Nissan,350Z coupe 2dr,Sports,asia,rear,3.5,6,287,20,26,3188,104,169,25203
317,Nissan,350Z Enthusiast convertible 2dr,Sports,asia,rear,3.5,6,287,20,26,3428,104,169,31845
318,Nissan,Frontier King Cab XE V6,Truck,asia,all,3.3,6,180,17,20,3932,116,191,18253
319,Nissan,Titan King Cab XE,Truck,asia,all,5.6,8,305,14,18,5287,140,224,24926
320,Nissan,Murano SL,Wagon,asia,rear,3.5,6,245,20,25,3801,111,188,27300
321,Oldsmobile,Alero GX 2dr,Sedan,usa,front,2.2,4,140,24,32,2946,107,187,17642
322,Oldsmobile,Alero GLS 2dr,Sedan,usa,front,3.4,6,170,20,29,3085,107,187,21485
323,Oldsmobile,Silhouette GL,Sedan,usa,front,3.4,6,185,19,26,3948,120,201,26120
324,Pontiac,Aztekt,SUV,usa,front,3.4,6,185,19,26,3779,108,182,19810
325,Pontiac,Sunfire 1SA 2dr,Sedan,usa,front,2.2,4,140,24,33,2771,104,182,14375
326,Pontiac,Grand Am GT 2dr,Sedan,usa,front,3.4,6,175,20,29,3118,107,186,20595
327,Pontiac,Grand Prix GT1 4dr,Sedan,usa,front,3.8,6,200,20,30,3477,111,198,20545
328,Pontiac,Sunfire 1SC 2dr,Sedan,usa,front,2.2,4,140,24,33,2771,104,182,16369
329,Pontiac,Grand Prix GT2 4dr,Sedan,usa,front,3.8,6,200,20,30,3484,111,198,22284
330,Pontiac,Bonneville GXP 4dr,Sedan,usa,front,4.6,8,275,17,20,3790,112,203,32997
331,Pontiac,Montana,Sedan,usa,front,3.4,6,185,19,26,3803,112,187,21644
332,Pontiac,Montana EWB,Sedan,usa,all,3.4,6,185,18,24,4431,121,201,28454
333,Pontiac,GTO 2dr,Sports,usa,rear,5.7,8,340,16,20,3725,110,190,30710
334,Pontiac,Vibe,Wagon,usa,rear,1.8,4,130,29,36,2701,102,172,15973
335,Porsche,Cayenne S,SUV,europe,all,4.5,8,340,14,18,4950,112,188,49865
336,Porsche,911 Carrera convertible 2dr (coupe),Sports,europe,rear,3.6,6,315,18,26,3135,93,175,69229
337,Porsche,911 Carrera 4S coupe 2dr (convert),Sports,europe,all,3.6,6,315,17,24,3240,93,175,72206
338,Porsche,911 Targa coupe 2dr,Sports,europe,rear,3.6,6,315,18,26,3119,93,175,67128
339,Porsche,911 GT2 2dr,Sports,europe,rear,3.6,6,477,17,24,3131,93,175,173560
340,Porsche,Boxster convertible 2dr,Sports,europe,rear,2.7,6,228,20,29,2811,95,170,37886
341,Porsche,Boxster S convertible 2dr,Sports,europe,rear,3.2,6,258,18,26,2911,95,170,45766
342,Saab,9-3 Arc Sport 4dr,Sedan,europe,front,2,4,210,20,28,3175,105,183,29269
343,Saab,9-3 Aero 4dr,Sedan,europe,front,2,4,210,20,28,3175,105,183,31562
344,Saab,9-5 Arc 4dr,Sedan,europe,front,2.3,4,220,21,29,3470,106,190,33011
345,Saab,9-5 Aero 4dr,Sedan,europe,front,2.3,4,250,21,29,3470,106,190,37721
346,Saab,9-3 Arc convertible 2dr,Sedan,europe,front,2,4,210,21,29,3480,105,182,38520
347,Saab,9-3 Aero convertible 2dr,Sedan,europe,front,2,4,210,21,30,3700,105,182,40883
348,Saab,9-5 Aero,Wagon,europe,front,2.3,4,250,19,29,3620,106,190,38376
349,Saturn,VUE,SUV,usa,all,2.2,4,143,21,26,3381,107,181,19238
350,Saturn,Ion1 4dr,Sedan,usa,front,2.2,4,140,26,35,2692,103,185,10319
351,Saturn,lon2 4dr,Sedan,usa,front,2.2,4,140,26,35,2692,103,185,13393
352,Saturn,lon3 4dr,Sedan,usa,front,2.2,4,140,26,35,2692,103,185,14811
353,Saturn,lon2 quad coupe 2dr,Sedan,usa,front,2.2,4,140,26,35,2751,103,185,13904
354,Saturn,lon3 quad coupe 2dr,Sedan,usa,front,2.2,4,140,26,35,2751,103,185,15299
355,Saturn,L300-2 4dr,Sedan,usa,front,3,6,182,20,28,3197,107,190,19801
356,Saturn,L300 2,Wagon,usa,front,2.2,4,140,24,34,3109,107,190,21779
357,Scion,xA 4dr hatch,Sedan,asia,front,1.5,4,108,32,38,2340,93,154,12340
358,Scion,xB,Wagon,asia,front,1.5,4,108,31,35,2425,98,155,13480
359,Subaru,Impreza 2.5 RS 4dr,Sedan,asia,all,2.5,4,165,22,28,2965,99,174,18399
360,Subaru,Legacy L 4dr,Sedan,asia,all,2.5,4,165,21,28,3285,104,184,18713
361,Subaru,Legacy GT 4dr,Sedan,asia,all,2.5,4,165,21,28,3395,104,184,23336
362,Subaru,Outback Limited Sedan 4dr,Sedan,asia,all,2.5,4,165,20,27,3495,104,184,24687
363,Subaru,Outback H6 4dr,Sedan,asia,all,3,6,212,19,26,3610,104,184,26660
364,Subaru,Outback H-6 VDC 4dr,Sedan,asia,all,3,6,212,19,26,3630,104,184,28603
365,Subaru,Impreza WRX 4dr,Sports,asia,all,2,4,227,20,27,3085,99,174,23022
366,Subaru,Impreza WRX STi 4dr,Sports,asia,all,2.5,4,300,18,24,3263,100,174,29130
367,Subaru,Baja,Truck,asia,all,2.5,4,165,21,28,3485,104,193,22304
368,Subaru,Forester X,Wagon,asia,all,2.5,4,165,21,28,3090,99,175,19646
369,Subaru,Outback,Wagon,asia,all,2.5,4,165,21,28,3430,104,187,21773
370,Suzuki,XL-7 EX,SUV,asia,front,2.7,6,185,18,22,3682,110,187,22307
371,Suzuki,Vitara LX,SUV,asia,all,2.5,6,165,19,22,3020,98,163,16949
372,Suzuki,Aeno S 4dr,Sedan,asia,front,2.3,4,155,25,31,2676,98,171,12719
373,Suzuki,Aerio LX 4dr,Sedan,asia,front,2.3,4,155,25,31,2676,98,171,14317
374,Suzuki,Forenza S 4dr,Sedan,asia,front,2,4,119,24,31,2701,102,177,12116
375,Suzuki,Forenza EX 4dr,Sedan,asia,front,2,4,119,22,30,2756,102,177,15378
376,Suzuki,Verona LX 4dr,Sedan,asia,front,2.5,6,155,20,27,3380,106,188,17053
377,Suzuki,Aerio SX,Wagon,asia,all,2.3,4,155,24,29,2932,98,167,16291
378,Toyota,Prius 4dr (gas/electric),Hybrid,asia,front,1.5,4,110,59,51,2890,106,175,18926
379,Toyota,Sequoia SR5,SUV,asia,all,4.7,8,240,14,17,5270,118,204,31827
380,Toyota,4Runner SR5 V6,SUV,asia,front,4,6,245,18,21,4035,110,189,24801
381,Toyota,Highlander V6,SUV,asia,all,3.3,6,230,18,24,3935,107,185,24915
382,Toyota,Land Cruiser,SUV,asia,all,4.7,8,325,13,17,5390,112,193,47986
383,Toyota,RAV4,SUV,asia,all,2.4,4,161,22,27,3119,98,167,18553
384,Toyota,Corolla CE 4dr,Sedan,asia,front,1.8,4,130,32,40,2502,102,178,13065
385,Toyota,Corolla S 4dr,Sedan,asia,front,1.8,4,130,32,40,2524,102,178,13650
386,Toyota,Corolla LE 4dr,Sedan,asia,front,1.8,4,130,32,40,2524,102,178,13889
387,Toyota,Echo 2dr manual,Sedan,asia,front,1.5,4,108,35,43,2035,93,163,10144
388,Toyota,Echo 2dr auto,Sedan,asia,front,1.5,4,108,33,39,2085,93,163,10896
389,Toyota,Echo 4dr,Sedan,asia,front,1.5,4,108,35,43,2055,93,163,10642
390,Toyota,Camry LE 4dr,Sedan,asia,front,2.4,4,157,24,33,3086,107,189,17558
391,Toyota,Camry LE V6 4dr,Sedan,asia,front,3,6,210,21,29,3296,107,189,20325
392,Toyota,Camry Solara SE 2dr,Sedan,asia,front,2.4,4,157,24,33,3175,107,193,17722
393,Toyota,Camry Solara SE V6 2dr,Sedan,asia,front,3.3,6,225,20,29,3417,107,193,19819
394,Toyota,Avalon XL 4dr,Sedan,asia,front,3,6,210,21,29,3417,107,192,23693
395,Toyota,Camry XLE V6 4dr,Sedan,asia,front,3,6,210,21,29,3362,107,189,23125
396,Toyota,Camry Solara SLE V6 2dr,Sedan,asia,front,3.3,6,225,20,29,3439,107,193,23908
397,Toyota,Avalon XLS 4dr,Sedan,asia,front,3,6,210,21,29,3439,107,192,27271
398,Toyota,Sienna CE,Sedan,asia,front,3.3,6,230,19,27,4120,119,200,21198
399,Toyota,Sienna XLE Limited,Sedan,asia,front,3.3,6,230,19,27,4165,119,200,25690
400,Toyota,Celica GT-S 2dr,Sports,asia,front,1.8,4,180,24,33,2500,102,171,20363
401,Toyota,MR2 Spyder convertible 2dr,Sports,asia,rear,1.8,4,138,26,32,2195,97,153,22787
402,Toyota,Tacoma,Truck,asia,rear,2.4,4,142,22,27,2750,103,191,11879
403,Toyota,Tundra Regular Cab V6,Truck,asia,rear,3.4,6,190,16,18,3925,128,218,14978
404,Toyota,Tundra Access Cab V6 SR5,Truck,asia,all,3.4,6,190,14,17,4435,128,218,23520
405,Toyota,Matrix XR,Wagon,asia,front,1.8,4,130,29,36,2679,102,171,15156
406,Volkswagen,Touareg V6,SUV,europe,all,3.2,6,220,15,20,5086,112,187,32243
407,Volkswagen,Golf GLS 4dr,Sedan,europe,front,2,4,115,24,31,2897,99,165,17478
408,Volkswagen,GTI 1.8T 2dr hatch,Sedan,europe,front,1.8,4,180,24,31,2934,99,168,18109
409,Volkswagen,Jetta GLS TDI 4dr,Sedan,europe,front,1.9,4,100,38,46,3003,99,172,19638
410,Volkswagen,New Beetle GLS 1.8T 2dr,Sedan,europe,front,1.8,4,150,24,31,2820,99,161,19638
411,Volkswagen,Jetta GLI VR6 4dr,Sedan,europe,front,2.8,6,200,21,30,3179,99,172,21686
412,Volkswagen,New Beetle GLS convertible 2dr,Sedan,europe,front,2,4,115,24,30,3082,99,161,21689
413,Volkswagen,Passat GLS 4dr,Sedan,europe,front,1.8,4,170,22,31,3241,106,185,21898
414,Volkswagen,Passat GLX V6 4MOTION 4dr,Sedan,europe,front,2.8,6,190,19,26,3721,106,185,30583
415,Volkswagen,Passat W8 4MOTION 4dr,Sedan,europe,front,4,8,270,18,25,3953,106,185,36052
416,Volkswagen,Phaeton 4dr,Sedan,europe,front,4.2,8,335,16,22,5194,118,204,59912
417,Volkswagen,Phaeton W12 4dr,Sedan,europe,front,6,12,420,12,19,5399,118,204,69130
418,Volkswagen,Jetta GL,Wagon,europe,front,2,4,115,24,30,3034,99,174,17427
419,Volkswagen,Passat GLS 1.8T,Wagon,europe,front,1.8,4,170,22,31,3338,106,184,22801
420,Volkswagen,Passat W8,Wagon,europe,front,4,8,270,18,25,4067,106,184,36956
421,Volvo,XC90 T6,SUV,europe,all,2.9,6,268,15,20,4638,113,189,38851
422,Volvo,S40 4dr,Sedan,europe,front,1.9,4,170,22,29,2767,101,178,23701
423,Volvo,S60 2.5 4dr,Sedan,europe,all,2.5,5,208,20,27,3903,107,180,29916
424,Volvo,S60 T5 4dr,Sedan,europe,front,2.3,5,247,20,28,3766,107,180,32902
425,Volvo,S60 R 4dr,Sedan,europe,all,2.5,5,300,18,25,3571,107,181,35382
426,Volvo,S80 2.9 4dr,Sedan,europe,front,2.9,6,208,20,28,3576,110,190,35542
427,Volvo,S80 2.5T 4dr,Sedan,europe,all,2.5,5,194,20,27,3691,110,190,35688
428,Volvo,C70 LPT convertible 2dr,Sedan,europe,front,2.4,5,197,21,28,3450,105,186,38203
429,Volvo,C70 HPT convertible 2dr,Sedan,europe,front,2.3,5,242,20,26,3450,105,186,40083
430,Volvo,S80 T6 4dr,Sedan,europe,front,2.9,6,268,19,26,3653,110,190,42573
431,Volvo,V40,Wagon,europe,front,1.9,4,170,22,29,2822,101,180,24641
432,Volvo,XC70,Wagon,europe,all,2.5,5,208,20,27,3823,109,186,33112
